SEASON,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_ABBREVIATION,MIN,PTS,FGA,FGM,FG3A,FG3M,FTA,FTM,TS,WL
2015-16,0021500002,2015-10-27,CLE @ CHI,1610612739,CLE,240,95,94,38,29,9,17,10,0.46807252660622783,L
2015-16,0021500003,2015-10-27,NOP @ GSW,1610612740,NOP,240,95,83,35,18,6,27,19,0.5006323777403036,L
2015-16,0021500002,2015-10-27,CHI vs. CLE,1610612741,CHI,240,97,87,37,19,7,23,16,0.4993822075782537,W
2015-16,0021500003,2015-10-27,GSW vs. NOP,1610612744,GSW,240,111,96,41,30,9,22,20,0.5251703255109765,W
2015-16,0021500001,2015-10-27,DET @ ATL,1610612765,DET,240,106,96,37,29,12,26,20,0.4932985852568876,W
2015-16,0021500001,2015-10-27,ATL vs. DET,1610612737,ATL,240,94,82,37,27,8,15,12,0.5304740406320542,L
2015-16,0021500005,2015-10-28,BOS vs. PHI,1610612738,BOS,240,112,85,39,24,8,27,26,0.5780346820809249,W
2015-16,0021500006,2015-10-28,CHI @ BKN,1610612741,CHI,240,115,78,42,28,14,20,17,0.6624423963133641,W
2015-16,0021500010,2015-10-28,HOU vs. DEN,1610612745,HOU,240,85,87,30,35,8,26,17,0.4317350670459163,L
2015-16,0021500017,2015-10-28,LAL vs. MIN,1610612747,LAL,240,111,90,35,34,9,35,32,0.5265654648956356,L
2015-16,0021500006,2015-10-28,BKN vs. CHI,1610612751,BKN,240,100,93,39,9,0,28,22,0.474743638435245,L
2015-16,0021500012,2015-10-28,NYK @ MIL,1610612752,NYK,240,122,93,42,23,9,35,29,0.562730627306273,W
2015-16,0021500004,2015-10-28,ORL vs. WAS,1610612753,ORL,240,87,100,37,26,5,12,8,0.4131838905775076,L
2015-16,0021500009,2015-10-28,IND @ TOR,1610612754,IND,240,99,86,32,23,9,31,26,0.4967884383781614,L
2015-16,0021500005,2015-10-28,PHI @ BOS,1610612755,PHI,240,95,83,34,22,7,23,20,0.510094501718213,L
2015-16,0021500015,2015-10-28,POR vs. NOP,1610612757,POR,240,112,88,44,32,12,14,12,0.5947323704333051,W
2015-16,0021500009,2015-10-28,TOR vs. IND,1610612761,TOR,240,106,80,36,18,7,39,27,0.5454919720049404,W
2015-16,0021500007,2015-10-28,UTA @ DET,1610612762,UTA,240,87,75,35,12,2,21,15,0.5163817663817664,L
2015-16,0021500004,2015-10-28,WAS @ ORL,1610612764,WAS,240,88,84,33,28,7,25,15,0.4631578947368421,W
2015-16,0021500007,2015-10-28,DET vs. UTA,1610612765,DET,240,92,74,30,19,7,34,25,0.5170863309352518,W
2015-16,0021500008,2015-10-28,CHA @ MIA,1610612766,CHA,240,94,84,33,24,6,29,22,0.4857379082265399,L
2015-16,0021500011,2015-10-28,CLE @ MEM,1610612739,CLE,240,106,84,41,29,13,17,11,0.5793616090948841,W
2015-16,0021500015,2015-10-28,NOP @ POR,1610612740,NOP,240,94,91,36,33,11,18,11,0.47513141932875047,L
2015-16,0021500014,2015-10-28,DAL @ PHX,1610612742,DAL,240,111,85,40,21,10,31,21,0.5626520681265207,W
2015-16,0021500010,2015-10-28,DEN @ HOU,1610612743,DEN,240,105,79,40,27,13,18,12,0.6040036815462494,W
2015-16,0021500016,2015-10-28,LAC @ SAC,1610612746,LAC,240,111,80,42,19,6,31,21,0.5926954293037163,W
2015-16,0021500008,2015-10-28,MIA vs. CHA,1610612748,MIA,240,104,73,36,20,12,21,20,0.6322957198443581,W
2015-16,0021500012,2015-10-28,MIL vs. NYK,1610612749,MIL,240,97,86,30,18,9,31,28,0.48675230830991567,L
2015-16,0021500017,2015-10-28,MIN @ LAL,1610612750,MIN,240,112,83,38,20,5,37,31,0.5640612409347301,W
2015-16,0021500014,2015-10-28,PHX vs. DAL,1610612756,PHX,240,95,87,34,24,6,33,21,0.4678881008668243,L
2015-16,0021500016,2015-10-28,SAC vs. LAC,1610612758,SAC,240,104,94,41,24,11,18,11,0.5102040816326531,L
2015-16,0021500013,2015-10-28,SAS @ OKC,1610612759,SAS,240,106,93,45,15,5,13,11,0.536871961102107,L
2015-16,0021500013,2015-10-28,OKC vs. SAS,1610612760,OKC,240,112,86,42,19,7,22,21,0.5852842809364548,W
2015-16,0021500011,2015-10-28,MEM vs. CLE,1610612763,MEM,240,76,82,29,16,2,22,16,0.4144851657940663,L
2015-16,0021500020,2015-10-29,DAL @ LAC,1610612742,DAL,240,88,97,35,30,6,15,12,0.42471042471042475,L
2015-16,0021500018,2015-10-29,IND vs. MEM,1610612754,IND,240,103,78,37,30,12,24,17,0.5815266485998193,L
2015-16,0021500018,2015-10-29,MEM @ IND,1610612763,MEM,240,112,82,41,16,7,29,23,0.5909666525960321,W
2015-16,0021500019,2015-10-29,ATL @ NYK,1610612737,ATL,240,112,83,42,24,10,26,18,0.5929690808979247,W
2015-16,0021500020,2015-10-29,LAC vs. DAL,1610612746,LAC,240,104,87,38,31,8,33,20,0.5122143420015761,W
2015-16,0021500019,2015-10-29,NYK vs. ATL,1610612752,NYK,240,101,93,38,29,6,21,19,0.49393583724569645,L
2015-16,0021500030,2015-10-30,HOU vs. GSW,1610612745,HOU,240,92,82,30,23,5,36,27,0.4701553556827473,L
2015-16,0021500031,2015-10-30,LAL @ SAC,1610612747,LAL,240,114,89,41,34,11,27,21,0.5650277557494052,L
2015-16,0021500022,2015-10-30,ORL vs. OKC,1610612753,ORL,290,136,106,47,33,12,38,30,0.5541069100391134,L
2015-16,0021500032,2015-10-30,POR @ PHX,1610612757,POR,240,92,86,34,24,9,19,15,0.4874947011445528,L
2015-16,0021500031,2015-10-30,SAC vs. LAL,1610612758,SAC,240,132,101,52,22,6,30,22,0.5779334500875657,W
2015-16,0021500028,2015-10-30,SAS vs. BKN,1610612759,SAS,240,102,86,40,22,9,13,13,0.5560401221107719,W
2015-16,0021500024,2015-10-30,TOR @ BOS,1610612761,TOR,240,113,82,36,26,11,35,30,0.580082135523614,W
2015-16,0021500027,2015-10-30,WAS @ MIL,1610612764,WAS,240,118,68,35,21,12,44,36,0.6753663003663004,W
2015-16,0021500025,2015-10-30,DET vs. CHI,1610612765,DET,265,98,104,39,28,6,28,14,0.42125171939477307,W
2015-16,0021500026,2015-10-30,CHA @ ATL,1610612766,CHA,240,94,88,36,30,12,13,10,0.5014938113529663,L
2015-16,0021500024,2015-10-30,BOS vs. TOR,1610612738,BOS,240,103,85,32,26,7,41,32,0.49980590062111807,L
2015-16,0021500021,2015-10-30,CLE vs. MIA,1610612739,CLE,240,102,86,39,25,6,21,18,0.5354892902141958,W
2015-16,0021500025,2015-10-30,CHI @ DET,1610612741,CHI,265,94,84,34,22,7,26,19,0.4924559932942163,L
2015-16,0021500029,2015-10-30,DEN vs. MIN,1610612743,DEN,240,78,95,29,25,5,20,15,0.3757225433526012,L
2015-16,0021500030,2015-10-30,GSW @ HOU,1610612744,GSW,240,112,93,43,26,9,25,17,0.5384615384615384,W
2015-16,0021500021,2015-10-30,MIA @ CLE,1610612748,MIA,240,92,77,33,21,6,22,20,0.5306875865251499,L
2015-16,0021500027,2015-10-30,MIL vs. WAS,1610612749,MIL,240,113,82,42,24,7,28,22,0.5990245971162003,L
2015-16,0021500029,2015-10-30,MIN @ DEN,1610612750,MIN,240,95,71,30,11,2,41,33,0.5334681042228212,W
2015-16,0021500028,2015-10-30,BKN @ SAS,1610612751,BKN,240,75,77,31,16,5,15,8,0.44856459330143544,L
2015-16,0021500023,2015-10-30,PHI vs. UTA,1610612755,PHI,240,71,63,19,15,6,37,27,0.4477800201816347,L
2015-16,0021500032,2015-10-30,PHX vs. POR,1610612756,PHX,240,110,83,37,18,4,42,32,0.5419787150177374,W
2015-16,0021500023,2015-10-30,UTA @ PHI,1610612762,UTA,240,99,88,36,13,7,25,20,0.5,W
2015-16,0021500026,2015-10-30,ATL vs. CHA,1610612737,ATL,240,97,83,36,23,8,22,17,0.5233059991368149,W
2015-16,0021500022,2015-10-30,OKC @ ORL,1610612760,OKC,290,139,110,50,27,8,38,31,0.5484532828282829,W
2015-16,0021500035,2015-10-31,NOP vs. GSW,1610612740,NOP,240,120,100,46,22,8,23,20,0.5448601525608427,L
2015-16,0021500038,2015-10-31,LAC vs. SAC,1610612746,LAC,240,114,76,39,17,4,46,32,0.5922693266832918,W
2015-16,0021500036,2015-10-31,BKN @ MEM,1610612751,BKN,240,91,79,38,13,3,18,12,0.5234698573400828,L
2015-16,0021500038,2015-10-31,SAC @ LAC,1610612758,SAC,240,109,101,43,18,6,25,17,0.48660714285714285,L
2015-16,0021500036,2015-10-31,MEM vs. BKN,1610612763,MEM,240,101,80,34,23,9,28,24,0.5470103986135182,W
2015-16,0021500034,2015-10-31,WAS vs. NYK,1610612764,WAS,240,110,90,38,22,6,33,28,0.5262150784538845,L
2015-16,0021500035,2015-10-31,GSW @ NOP,1610612744,GSW,240,134,84,46,30,17,35,25,0.6740442655935613,W
2015-16,0021500034,2015-10-31,NYK @ WAS,1610612752,NYK,240,117,86,41,19,9,32,26,0.5845323741007195,W
2015-16,0021500033,2015-10-31,IND vs. UTA,1610612754,IND,240,76,70,28,17,4,21,16,0.47955577990913684,L
2015-16,0021500037,2015-10-31,PHX @ POR,1610612756,PHX,240,101,94,39,32,11,16,12,0.49980205859065713,W
2015-16,0021500037,2015-10-31,POR vs. PHX,1610612757,POR,240,90,79,33,30,8,28,16,0.492772667542707,L
2015-16,0021500033,2015-10-31,UTA @ IND,1610612762,UTA,240,97,88,39,15,6,18,13,0.5056296914095079,W
2015-16,0021500039,2015-11-01,ATL @ CHA,1610612737,ATL,240,94,88,37,29,7,14,13,0.49915038232795245,W
2015-16,0021500040,2015-11-01,BOS vs. SAS,1610612738,BOS,240,87,98,35,29,6,14,11,0.4176267281105991,L
2015-16,0021500044,2015-11-01,DEN @ OKC,1610612743,DEN,240,93,92,35,26,9,19,14,0.46333200478278197,L
2015-16,0021500041,2015-11-01,HOU @ MIA,1610612745,HOU,240,89,79,32,36,10,18,15,0.5119650253106305,L
2015-16,0021500045,2015-11-01,LAL vs. DAL,1610612747,LAL,240,93,85,31,34,10,28,21,0.4778051787916153,L
2015-16,0021500042,2015-11-01,MIL @ TOR,1610612749,MIL,240,87,69,29,19,5,24,24,0.5467571644042232,L
2015-16,0021500042,2015-11-01,TOR vs. MIL,1610612761,TOR,240,106,90,41,25,11,20,13,0.5364372469635628,W
2015-16,0021500039,2015-11-01,CHA vs. ATL,1610612766,CHA,240,92,86,32,37,14,15,14,0.4967602591792657,L
2015-16,0021500043,2015-11-01,CHI vs. ORL,1610612741,CHI,240,92,87,33,28,7,22,19,0.47579644187008685,W
2015-16,0021500041,2015-11-01,MIA vs. HOU,1610612748,MIA,240,109,86,42,22,9,21,16,0.5722385552288954,W
2015-16,0021500043,2015-11-01,ORL @ CHI,1610612753,ORL,240,87,90,35,23,7,17,10,0.4462453836684448,L
2015-16,0021500040,2015-11-01,SAS @ BOS,1610612759,SAS,240,95,83,36,19,5,25,18,0.5053191489361702,W
2015-16,0021500044,2015-11-01,OKC vs. DEN,1610612760,OKC,240,117,86,45,25,13,18,14,0.622870528109029,W
2015-16,0021500045,2015-11-01,DAL @ LAL,1610612742,DAL,240,103,87,40,30,11,16,12,0.5476393024245002,W
2015-16,0021500051,2015-11-02,GSW vs. MEM,1610612744,GSW,240,119,84,43,25,11,30,22,0.6121399176954733,W
2015-16,0021500049,2015-11-02,HOU vs. OKC,1610612745,HOU,240,110,89,41,29,9,29,19,0.5404874213836478,W
2015-16,0021500047,2015-11-02,MIL @ BKN,1610612749,MIL,240,103,73,38,23,9,26,18,0.6099005210800569,W
2015-16,0021500052,2015-11-02,PHX @ LAC,1610612756,PHX,240,96,98,36,30,9,21,15,0.44759418127564343,L
2015-16,0021500048,2015-11-02,SAS @ NYK,1610612759,SAS,240,94,79,39,13,4,17,12,0.5434782608695652,W
2015-16,0021500051,2015-11-02,MEM @ GSW,1610612763,MEM,240,69,96,26,23,3,20,14,0.3291984732824428,L
2015-16,0021500046,2015-11-02,CLE @ PHI,1610612739,CLE,240,107,81,42,22,8,20,15,0.5957683741648107,W
2015-16,0021500050,2015-11-02,MIN vs. POR,1610612750,MIN,240,101,79,34,13,3,39,30,0.5251663893510815,L
2015-16,0021500047,2015-11-02,BKN vs. MIL,1610612751,BKN,240,96,79,36,19,6,22,18,0.5412719891745602,L
2015-16,0021500048,2015-11-02,NYK vs. SAS,1610612752,NYK,240,84,89,32,13,4,21,16,0.42752442996742673,L
2015-16,0021500046,2015-11-02,PHI vs. CLE,1610612755,PHI,240,100,85,38,24,7,23,17,0.5256518082422204,L
2015-16,0021500050,2015-11-02,POR @ MIN,1610612757,POR,240,106,89,41,30,9,20,15,0.5419222903885481,W
2015-16,0021500049,2015-11-02,OKC @ HOU,1610612760,OKC,240,105,84,40,23,10,22,15,0.5604184457728437,L
2015-16,0021500052,2015-11-02,LAC vs. PHX,1610612746,LAC,240,102,81,37,26,8,23,20,0.5597014925373134,W
2015-16,0021500055,2015-11-03,ATL @ MIA,1610612737,ATL,240,98,90,37,21,7,22,17,0.49157303370786515,W
2015-16,0021500056,2015-11-03,NOP vs. ORL,1610612740,NOP,240,94,90,32,36,12,25,18,0.46534653465346537,L
2015-16,0021500053,2015-11-03,CHI @ CHA,1610612741,CHI,240,105,90,44,30,14,8,3,0.561377245508982,L
2015-16,0021500057,2015-11-03,DAL vs. TOR,1610612742,DAL,240,91,86,33,23,7,25,18,0.4690721649484536,L
2015-16,0021500059,2015-11-03,DEN @ LAL,1610612743,DEN,240,120,85,43,20,7,31,27,0.6082725060827251,W
2015-16,0021500059,2015-11-03,LAL vs. DEN,1610612747,LAL,240,109,86,36,26,6,38,31,0.5305685358255452,L
2015-16,0021500055,2015-11-03,MIA vs. ATL,1610612748,MIA,240,92,86,38,28,5,16,11,0.4944110060189166,L
2015-16,0021500056,2015-11-03,ORL @ NOP,1610612753,ORL,240,103,90,42,18,7,12,12,0.540512174643157,W
2015-16,0021500054,2015-11-03,IND @ DET,1610612754,IND,240,94,88,38,23,7,12,11,0.5038593481989708,W
2015-16,0021500054,2015-11-03,DET vs. IND,1610612765,DET,240,82,86,33,22,5,17,11,0.43859649122807015,L
2015-16,0021500053,2015-11-03,CHA vs. CHI,1610612766,CHA,240,130,91,47,23,14,23,22,0.6428006329113923,W
2015-16,0021500058,2015-11-03,SAC vs. MEM,1610612758,SAC,240,89,74,29,20,7,40,24,0.4858078602620088,L
2015-16,0021500057,2015-11-03,TOR @ DAL,1610612761,TOR,240,102,82,37,17,5,26,23,0.545804794520548,W
2015-16,0021500058,2015-11-03,MEM @ SAC,1610612763,MEM,240,103,83,40,20,3,25,20,0.5478723404255319,W
2015-16,0021500062,2015-11-04,ATL vs. BKN,1610612737,ATL,240,101,76,37,22,8,24,19,0.5834103512014788,W
2015-16,0021500065,2015-11-04,MIL vs. PHI,1610612749,MIL,240,91,86,35,23,8,17,13,0.4867351305091998,W
2015-16,0021500063,2015-11-04,NYK @ CLE,1610612752,NYK,240,86,84,33,24,8,15,12,0.4746136865342164,L
2015-16,0021500060,2015-11-04,IND vs. BOS,1610612754,IND,240,100,91,35,23,8,29,22,0.4818812644564379,W
2015-16,0021500067,2015-11-04,SAC @ PHX,1610612758,SAC,240,97,84,40,24,11,12,6,0.5432347670250895,L
2015-16,0021500060,2015-11-04,BOS @ IND,1610612738,BOS,240,98,83,35,27,10,22,18,0.5287009063444108,L
2015-16,0021500063,2015-11-04,CLE vs. NYK,1610612739,CLE,240,96,83,33,27,7,32,23,0.49443757725587145,W
2015-16,0021500069,2015-11-04,GSW vs. LAC,1610612744,GSW,240,112,85,39,26,10,31,24,0.5677210056772101,W
2015-16,0021500064,2015-11-04,HOU vs. ORL,1610612745,HOU,265,119,88,42,34,11,34,24,0.5778943278943278,W
2015-16,0021500069,2015-11-04,LAC @ GSW,1610612746,LAC,240,108,88,43,22,8,22,14,0.5528255528255528,L
2015-16,0021500062,2015-11-04,BKN @ ATL,1610612751,BKN,240,87,83,36,21,5,13,10,0.49030658250676284,L
2015-16,0021500067,2015-11-04,PHX vs. SAC,1610612756,PHX,240,118,83,45,23,14,22,14,0.6365990504963314,W
2015-16,0021500068,2015-11-04,POR @ UTA,1610612757,POR,240,108,77,41,25,11,32,15,0.5928853754940712,W
2015-16,0021500061,2015-11-04,SAS @ WAS,1610612759,SAS,240,99,81,37,22,7,20,18,0.5512249443207127,L
2015-16,0021500066,2015-11-04,OKC vs. TOR,1610612760,OKC,240,98,82,39,23,8,14,12,0.5558076225045372,L
2015-16,0021500066,2015-11-04,TOR @ OKC,1610612761,TOR,240,103,79,33,14,5,39,32,0.5355657237936772,W
2015-16,0021500068,2015-11-04,UTA vs. POR,1610612762,UTA,240,92,88,33,24,5,33,21,0.44869293796332427,L
2015-16,0021500061,2015-11-04,WAS vs. SAS,1610612764,WAS,240,102,87,42,23,8,14,10,0.5474452554744526,W
2015-16,0021500064,2015-11-04,ORL @ HOU,1610612753,ORL,265,114,91,46,20,7,19,15,0.5736714975845411,L
2015-16,0021500065,2015-11-04,PHI @ MIL,1610612755,PHI,240,87,81,34,28,6,15,13,0.49657534246575347,L
2015-16,0021500073,2015-11-05,DEN vs. UTA,1610612743,DEN,240,84,72,28,20,5,34,23,0.48298068077276907,L
2015-16,0021500071,2015-11-05,MIN vs. MIA,1610612750,MIN,240,84,85,30,12,4,22,20,0.4435994930291508,L
2015-16,0021500074,2015-11-05,POR vs. MEM,1610612757,POR,240,115,87,44,30,15,20,12,0.6002087682672234,W
2015-16,0021500070,2015-11-05,OKC @ CHI,1610612760,OKC,240,98,84,38,13,5,20,17,0.5280172413793104,L
2015-16,0021500073,2015-11-05,UTA @ DEN,1610612762,UTA,240,96,85,37,24,11,17,11,0.5190311418685121,W
2015-16,0021500072,2015-11-05,CHA @ DAL,1610612766,CHA,240,108,89,44,27,6,17,14,0.5597014925373134,W
2015-16,0021500070,2015-11-05,CHI vs. OKC,1610612741,CHI,240,104,90,40,18,7,21,17,0.5239822652156388,W
2015-16,0021500072,2015-11-05,DAL vs. CHA,1610612742,DAL,240,94,82,32,29,6,27,24,0.5006391137622497,L
2015-16,0021500071,2015-11-05,MIA @ MIN,1610612748,MIA,240,96,76,37,14,4,25,18,0.5517241379310345,W
2015-16,0021500074,2015-11-05,MEM @ POR,1610612763,MEM,240,96,77,37,20,7,21,15,0.5565862708719852,L
2015-16,0021500078,2015-11-06,CLE vs. PHI,1610612739,CLE,240,108,88,45,26,10,12,8,0.5789022298456261,W
2015-16,0021500077,2015-11-06,LAL @ BKN,1610612747,LAL,240,104,78,33,23,7,40,31,0.5439330543933055,W
2015-16,0021500080,2015-11-06,MIA @ IND,1610612748,MIA,240,87,81,36,20,6,13,9,0.5016143911439115,L
2015-16,0021500077,2015-11-06,BKN vs. LAL,1610612751,BKN,240,98,93,40,19,3,20,15,0.481335952848723,L
2015-16,0021500079,2015-11-06,NYK vs. MIL,1610612752,NYK,240,92,81,33,24,4,28,22,0.49292756108015434,L
2015-16,0021500075,2015-11-06,ORL vs. TOR,1610612753,ORL,240,92,77,33,25,9,22,17,0.5306875865251499,W
2015-16,0021500075,2015-11-06,TOR @ ORL,1610612761,TOR,240,87,86,30,23,5,29,22,0.4404617253948967,L
2015-16,0021500076,2015-11-06,WAS @ BOS,1610612764,WAS,240,98,88,36,25,8,23,18,0.4993885038728088,L
2015-16,0021500081,2015-11-06,ATL @ NOP,1610612737,ATL,240,121,77,41,21,9,35,30,0.6547619047619048,W
2015-16,0021500076,2015-11-06,BOS vs. WAS,1610612738,BOS,240,118,97,44,30,12,23,18,0.5507841672890217,W
2015-16,0021500081,2015-11-06,NOP vs. ATL,1610612740,NOP,240,115,84,42,30,10,24,21,0.6080795262267343,L
2015-16,0021500083,2015-11-06,DEN @ GSW,1610612743,DEN,240,104,92,39,24,8,22,18,0.5114083398898505,L
2015-16,0021500083,2015-11-06,GSW vs. DEN,1610612744,GSW,240,119,93,46,37,17,18,10,0.5895759017043203,W
2015-16,0021500079,2015-11-06,MIL @ NYK,1610612749,MIL,240,99,81,35,14,3,29,26,0.527943686006826,W
2015-16,0021500080,2015-11-06,IND vs. MIA,1610612754,IND,240,90,80,36,15,5,24,13,0.49690812720848054,W
2015-16,0021500078,2015-11-06,PHI @ CLE,1610612755,PHI,240,102,79,41,23,10,15,10,0.5957943925233645,L
2015-16,0021500082,2015-11-06,PHX vs. DET,1610612756,PHX,240,92,92,37,30,10,13,8,0.47073270568972575,L
2015-16,0021500082,2015-11-06,DET @ PHX,1610612765,DET,240,100,74,37,22,8,36,18,0.5565449688334817,W
2015-16,0021500084,2015-11-06,HOU @ SAC,1610612745,HOU,240,116,82,40,36,15,27,21,0.6178099701746911,W
2015-16,0021500084,2015-11-06,SAC vs. HOU,1610612758,SAC,240,110,93,40,28,9,29,21,0.5200453857791225,L
2015-16,0021500088,2015-11-07,NOP @ DAL,1610612740,NOP,240,98,86,39,28,9,13,11,0.5342346271260358,L
2015-16,0021500085,2015-11-07,CHI vs. MIN,1610612741,CHI,265,93,93,33,32,11,23,16,0.45093095422808377,L
2015-16,0021500092,2015-11-07,GSW @ SAC,1610612744,GSW,240,103,92,38,39,8,22,19,0.5064909520062942,W
2015-16,0021500093,2015-11-07,HOU @ LAC,1610612745,HOU,240,109,86,38,30,7,29,26,0.5518428513568246,W
2015-16,0021500089,2015-11-07,MIL vs. BKN,1610612749,MIL,240,94,82,37,20,8,16,12,0.5278526504941599,W
2015-16,0021500089,2015-11-07,BKN @ MIL,1610612751,BKN,240,86,82,34,9,3,19,15,0.47587428065515713,L
2015-16,0021500090,2015-11-07,SAS vs. CHA,1610612759,SAS,240,114,81,45,21,9,23,15,0.625548726953468,W
2015-16,0021500091,2015-11-07,UTA vs. MEM,1610612762,UTA,240,89,74,31,27,12,18,15,0.543212890625,W
2015-16,0021500091,2015-11-07,MEM @ UTA,1610612763,MEM,240,79,91,30,19,6,14,13,0.4065459036640593,L
2015-16,0021500086,2015-11-07,WAS @ ATL,1610612764,WAS,240,99,78,38,24,8,17,15,0.5790828263921385,L
2015-16,0021500090,2015-11-07,CHA @ SAS,1610612766,CHA,240,94,73,34,19,6,31,20,0.5424746075715605,L
2015-16,0021500088,2015-11-07,DAL vs. NOP,1610612742,DAL,240,107,84,40,24,9,22,18,0.5710930828351836,W
2015-16,0021500093,2015-11-07,LAC vs. HOU,1610612746,LAC,240,105,88,42,22,4,25,17,0.5303030303030303,L
2015-16,0021500085,2015-11-07,MIN @ CHI,1610612750,MIN,265,102,96,39,16,7,27,17,0.4727474972191324,W
2015-16,0021500087,2015-11-07,ORL @ PHI,1610612753,ORL,240,105,83,39,13,6,24,21,0.5611372381359555,W
2015-16,0021500087,2015-11-07,PHI vs. ORL,1610612755,PHI,240,97,80,36,33,11,26,14,0.5304024496937882,L
2015-16,0021500092,2015-11-07,SAC vs. GSW,1610612758,SAC,240,94,87,38,19,6,16,12,0.4997873245427477,L
2015-16,0021500086,2015-11-07,ATL vs. WAS,1610612737,ATL,240,114,92,43,33,13,15,15,0.5780933062880325,W
2015-16,0021500094,2015-11-08,CLE vs. IND,1610612739,CLE,240,101,83,38,24,8,25,17,0.5372340425531915,W
2015-16,0021500094,2015-11-08,IND @ CLE,1610612754,IND,240,97,90,39,18,6,19,13,0.49308662057747055,L
2015-16,0021500098,2015-11-08,POR vs. DET,1610612757,POR,240,103,76,41,25,9,18,12,0.6136796949475691,L
2015-16,0021500097,2015-11-08,OKC vs. PHX,1610612760,OKC,240,124,94,49,20,4,30,22,0.5783582089552238,W
2015-16,0021500098,2015-11-08,DET @ POR,1610612765,DET,240,120,96,47,30,11,22,15,0.5677517032551097,W
2015-16,0021500095,2015-11-08,LAL @ NYK,1610612747,LAL,240,95,94,36,27,9,23,14,0.4562043795620438,L
2015-16,0021500096,2015-11-08,MIA vs. TOR,1610612748,MIA,240,96,83,35,20,8,25,18,0.5106382978723404,W
2015-16,0021500095,2015-11-08,NYK vs. LAL,1610612752,NYK,240,99,84,33,27,9,29,24,0.5115750310045473,W
2015-16,0021500097,2015-11-08,PHX @ OKC,1610612756,PHX,240,103,84,38,16,7,26,20,0.5396060352053647,L
2015-16,0021500096,2015-11-08,TOR @ MIA,1610612761,TOR,240,76,71,28,19,3,22,17,0.4709965294992563,L
2015-16,0021500101,2015-11-09,ATL vs. MIN,1610612737,ATL,240,107,86,44,31,13,7,6,0.6005837449483611,L
2015-16,0021500100,2015-11-09,CHI @ PHI,1610612741,CHI,240,111,96,41,25,10,23,19,0.5229928382962683,W
2015-16,0021500102,2015-11-09,DEN vs. POR,1610612743,DEN,240,108,77,40,19,7,32,21,0.5928853754940712,W
2015-16,0021500105,2015-11-09,LAC vs. MEM,1610612746,LAC,240,94,68,28,19,5,37,33,0.5576649264356905,W
2015-16,0021500101,2015-11-09,MIN @ ATL,1610612750,MIN,240,117,80,46,15,7,22,18,0.6523193577163247,W
2015-16,0021500099,2015-11-09,ORL @ IND,1610612753,ORL,240,84,78,31,33,10,17,12,0.49134300421151145,L
2015-16,0021500100,2015-11-09,PHI vs. CHI,1610612755,PHI,240,88,100,35,25,5,23,13,0.3995641118779513,L
2015-16,0021500103,2015-11-09,SAC vs. SAS,1610612758,SAC,240,88,84,34,19,7,19,13,0.47639670853183197,L
2015-16,0021500104,2015-11-09,DET @ GSW,1610612765,DET,240,95,85,40,19,6,15,9,0.5185589519650655,L
2015-16,0021500104,2015-11-09,GSW vs. DET,1610612744,GSW,240,109,91,43,21,12,13,11,0.5634822167080231,W
2015-16,0021500099,2015-11-09,IND vs. ORL,1610612754,IND,240,97,77,34,25,11,22,18,0.5595293031841255,W
2015-16,0021500102,2015-11-09,POR @ DEN,1610612757,POR,240,104,91,36,29,10,27,22,0.505443234836703,L
2015-16,0021500103,2015-11-09,SAS @ SAC,1610612759,SAS,240,106,87,46,23,6,11,8,0.5770905923344948,W
2015-16,0021500105,2015-11-09,MEM @ LAC,1610612763,MEM,240,92,80,35,11,2,29,20,0.4959034066407934,L
2015-16,0021500110,2015-11-10,BOS @ MIL,1610612738,BOS,240,99,86,38,30,7,19,16,0.5245866892751165,W
2015-16,0021500112,2015-11-10,DAL @ NOP,1610612742,DAL,240,105,88,39,20,5,26,22,0.5279565567176187,L
2015-16,0021500108,2015-11-10,LAL @ MIA,1610612747,LAL,240,88,77,34,22,11,12,9,0.5347593582887701,L
2015-16,0021500107,2015-11-10,OKC @ WAS,1610612760,OKC,240,125,86,44,23,15,29,22,0.6328473066018631,W
2015-16,0021500106,2015-11-10,UTA @ CLE,1610612762,UTA,240,114,82,40,22,10,28,24,0.6043256997455471,L
2015-16,0021500111,2015-11-10,CHA @ MIN,1610612766,CHA,240,104,78,38,26,8,27,20,0.5785491766800178,W
2015-16,0021500106,2015-11-10,CLE vs. UTA,1610612739,CLE,240,118,74,37,24,11,43,33,0.6349547998278089,W
2015-16,0021500112,2015-11-10,NOP vs. DAL,1610612740,NOP,240,120,92,46,33,14,18,14,0.600480384307446,W
2015-16,0021500108,2015-11-10,MIA vs. LAL,1610612748,MIA,240,101,84,38,20,5,27,20,0.5267000417188152,W
2015-16,0021500110,2015-11-10,MIL vs. BOS,1610612749,MIL,240,83,73,30,17,6,23,17,0.4992781520692974,L
2015-16,0021500111,2015-11-10,MIN vs. CHA,1610612750,MIN,240,95,80,36,19,9,19,14,0.5375735626980535,L
2015-16,0021500109,2015-11-10,NYK @ TOR,1610612752,NYK,240,111,95,42,23,11,18,16,0.5392537893509521,W
2015-16,0021500107,2015-11-10,WAS vs. OKC,1610612764,WAS,240,101,97,38,24,5,26,20,0.46569531538177794,L
2015-16,0021500109,2015-11-10,TOR vs. NYK,1610612761,TOR,240,109,84,37,17,4,39,31,0.5387504942665086,L
