SEASON,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_ABBREVIATION,MIN,PTS,FGA,FGM,FG3A,FG3M,FTA,FTM,TS,WL
2024-25,0022400306,2024-12-01,MEM vs. IND,1610612763,MEM,240,136,93,49,46,16,27,22,0.6483600305110603,W
2024-25,0022400307,2024-12-01,BOS @ CLE,1610612738,BOS,240,111,95,38,49,17,19,18,0.5369582043343654,L
2024-25,0022400307,2024-12-01,CLE vs. BOS,1610612739,CLE,240,115,80,39,36,17,25,20,0.6318681318681318,W
2024-25,0022400312,2024-12-01,DAL @ POR,1610612742,DAL,240,137,87,48,36,18,29,23,0.6866479550922213,W
2024-25,0022400305,2024-12-01,ORL @ BKN,1610612753,ORL,240,100,74,34,28,7,32,25,0.5676657584014533,W
2024-25,0022400306,2024-12-01,IND @ MEM,1610612754,IND,240,121,90,43,42,14,26,21,0.5964116719242902,L
2024-25,0022400313,2024-12-01,SAC vs. SAS,1610612758,SAC,240,125,101,47,32,12,24,19,0.560236643958408,L
2024-25,0022400313,2024-12-01,SAS @ SAC,1610612759,SAS,240,127,82,42,46,23,24,20,0.6860414866032843,W
2024-25,0022400310,2024-12-01,OKC @ HOU,1610612760,OKC,240,116,94,42,39,13,25,19,0.5523809523809524,L
2024-25,0022400315,2024-12-02,ATL vs. NOP,1610612737,ATL,240,124,96,49,38,10,20,16,0.5916030534351145,W
2024-25,0022400315,2024-12-02,NOP @ ATL,1610612740,NOP,240,112,100,44,42,13,17,11,0.5210271678451804,L
2024-25,0022400317,2024-12-02,CHI vs. BKN,1610612741,CHI,240,128,92,48,47,16,19,16,0.6377042646472698,W
2024-25,0022400316,2024-12-02,MIA @ BOS,1610612748,MIA,240,89,87,31,35,8,23,19,0.4581960461285008,L
2024-25,0022400318,2024-12-02,MIN vs. LAL,1610612750,MIN,240,109,81,41,35,15,15,12,0.6221461187214612,W
2024-25,0022400317,2024-12-02,BKN @ CHI,1610612751,BKN,240,102,95,38,42,14,15,12,0.5019685039370079,L
2024-25,0022400316,2024-12-02,BOS vs. MIA,1610612738,BOS,240,108,89,39,55,19,13,11,0.5701013513513513,W
2024-25,0022400318,2024-12-02,LAL @ MIN,1610612747,LAL,240,80,79,32,31,6,14,10,0.46970408642555195,L
2024-25,0022400051,2024-12-03,CLE vs. WAS,1610612739,CLE,240,118,89,43,46,16,25,16,0.59,W
2024-25,0022400058,2024-12-03,GSW @ DEN,1610612744,GSW,240,115,95,44,38,12,21,15,0.5516116653875672,L
2024-25,0022400052,2024-12-03,MIL @ DET,1610612749,MIL,240,128,80,45,41,23,21,15,0.7171671896010758,W
2024-25,0022400053,2024-12-03,NYK vs. ORL,1610612752,NYK,240,121,85,43,35,15,20,20,0.6449893390191898,W
2024-25,0022400054,2024-12-03,IND @ TOR,1610612754,IND,240,111,84,38,30,12,28,23,0.5762043189368771,L
2024-25,0022400050,2024-12-03,PHI @ CHA,1610612755,PHI,240,110,82,38,40,16,20,18,0.6057268722466961,W
2024-25,0022400060,2024-12-03,POR @ LAC,1610612757,POR,240,105,80,41,29,10,16,13,0.6031709558823529,L
2024-25,0022400057,2024-12-03,SAS @ PHX,1610612759,SAS,240,93,100,35,44,8,20,15,0.427389705882353,L
2024-25,0022400051,2024-12-03,WAS @ CLE,1610612764,WAS,240,87,83,32,26,4,25,19,0.4627659574468085,L
2024-25,0022400056,2024-12-03,DAL vs. MEM,1610612742,DAL,240,121,81,39,32,13,44,30,0.6028298126743723,W
2024-25,0022400058,2024-12-03,DEN vs. GSW,1610612743,DEN,240,119,79,40,24,11,35,28,0.6302966101694915,W
2024-25,0022400059,2024-12-03,HOU @ SAC,1610612745,HOU,240,111,93,41,39,14,21,15,0.5428403755868545,L
2024-25,0022400060,2024-12-03,LAC vs. POR,1610612746,LAC,240,127,85,47,37,19,17,14,0.6866349480968857,W
2024-25,0022400053,2024-12-03,ORL @ NYK,1610612753,ORL,240,106,87,38,39,9,25,21,0.5408163265306123,L
2024-25,0022400057,2024-12-03,PHX vs. SAS,1610612756,PHX,240,104,78,38,32,11,21,17,0.5960568546538285,W
2024-25,0022400059,2024-12-03,SAC vs. HOU,1610612758,SAC,240,120,91,47,30,14,20,12,0.6012024048096193,W
2024-25,0022400055,2024-12-03,OKC vs. UTA,1610612760,OKC,240,133,102,53,47,17,11,10,0.6224260576563084,W
2024-25,0022400055,2024-12-03,UTA @ OKC,1610612762,UTA,240,106,70,38,35,13,22,17,0.6651606425702811,L
2024-25,0022400056,2024-12-03,MEM @ DAL,1610612763,MEM,240,116,97,45,40,13,14,13,0.5622334238076774,L
2024-25,0022400052,2024-12-03,DET vs. MIL,1610612765,DET,240,107,87,40,33,11,22,16,0.5533719486967315,L
2024-25,0022400050,2024-12-03,CHA vs. PHI,1610612766,CHA,240,104,77,34,34,13,28,23,0.5821764442454098,L
2024-25,0022400054,2024-12-03,TOR vs. IND,1610612761,TOR,240,122,81,44,33,13,29,21,0.6505972696245733,W
2024-25,0022400319,2024-12-04,BOS vs. DET,1610612738,BOS,240,130,94,45,53,21,25,19,0.6190476190476191,W
2024-25,0022400324,2024-12-04,LAC vs. MIN,1610612746,LAC,240,80,83,29,40,11,13,11,0.4508566275924256,L
2024-25,0022400321,2024-12-04,MIA vs. LAL,1610612748,MIA,240,134,90,52,47,24,9,6,0.7130693912303108,W
2024-25,0022400323,2024-12-04,MIL vs. ATL,1610612749,MIL,240,104,78,33,45,15,35,23,0.556745182012848,L
2024-25,0022400320,2024-12-04,BKN vs. IND,1610612751,BKN,240,99,81,35,36,12,23,17,0.5432396839332748,W
2024-25,0022400323,2024-12-04,ATL @ MIL,1610612737,ATL,240,119,102,45,32,9,22,20,0.5327722063037249,W
2024-25,0022400321,2024-12-04,LAL @ MIA,1610612747,LAL,240,93,88,37,22,5,19,14,0.4825653798256538,L
2024-25,0022400324,2024-12-04,MIN @ LAC,1610612750,MIN,240,108,85,41,44,16,18,10,0.581145071028842,W
2024-25,0022400322,2024-12-04,ORL @ PHI,1610612753,ORL,240,106,84,41,29,8,21,16,0.5684255684255685,W
2024-25,0022400320,2024-12-04,IND @ BKN,1610612754,IND,240,90,75,32,33,8,22,18,0.5314123760037789,L
2024-25,0022400322,2024-12-04,PHI vs. ORL,1610612755,PHI,240,102,82,40,30,11,19,11,0.5644090305444888,L
2024-25,0022400319,2024-12-04,DET @ BOS,1610612765,DET,240,120,84,43,39,20,18,14,0.6527415143603134,L
2024-25,0022400325,2024-12-05,CLE vs. DEN,1610612739,CLE,240,126,94,47,48,22,16,10,0.6235154394299287,W
2024-25,0022400330,2024-12-05,NOP vs. PHX,1610612740,NOP,240,126,95,47,36,14,25,18,0.5943396226415094,W
2024-25,0022400325,2024-12-05,DEN @ CLE,1610612743,DEN,240,114,96,46,24,6,22,16,0.5393641180923543,L
2024-25,0022400328,2024-12-05,OKC @ TOR,1610612760,OKC,240,129,102,49,47,17,17,14,0.5891487029594447,W
2024-25,0022400329,2024-12-05,MEM vs. SAC,1610612763,MEM,240,115,80,38,38,13,32,26,0.6111819727891157,W
2024-25,0022400326,2024-12-05,WAS vs. DAL,1610612764,WAS,240,101,99,39,40,13,15,10,0.478219696969697,L
2024-25,0022400327,2024-12-05,CHA @ NYK,1610612766,CHA,240,101,89,40,39,15,10,6,0.5406852248394004,L
2024-25,0022400331,2024-12-05,CHI @ SAS,1610612741,CHI,240,139,90,52,37,17,23,18,0.6941669996004793,W
2024-25,0022400326,2024-12-05,DAL @ WAS,1610612742,DAL,240,137,89,48,38,20,27,21,0.679024583663759,W
2024-25,0022400332,2024-12-05,GSW vs. HOU,1610612744,GSW,240,99,86,36,28,9,27,18,0.5057212913771966,W
2024-25,0022400332,2024-12-05,HOU @ GSW,1610612745,HOU,240,93,93,35,38,10,17,13,0.4627786624203821,L
2024-25,0022400327,2024-12-05,NYK vs. CHA,1610612752,NYK,240,125,76,41,33,18,32,25,0.6938277087033748,W
2024-25,0022400330,2024-12-05,PHX @ NOP,1610612756,PHX,240,124,85,43,45,17,26,21,0.6428867689755289,L
2024-25,0022400329,2024-12-05,SAC @ MEM,1610612758,SAC,240,110,98,39,35,8,28,24,0.49854967367657727,L
2024-25,0022400331,2024-12-05,SAS vs. CHI,1610612759,SAS,240,124,95,44,28,8,39,28,0.5527817403708988,L
2024-25,0022400328,2024-12-05,TOR vs. OKC,1610612761,TOR,240,92,90,32,45,11,20,17,0.46558704453441296,L
2024-25,0022400334,2024-12-06,ATL vs. LAL,1610612737,ATL,265,134,100,50,40,17,22,17,0.610867979576951,W
2024-25,0022400335,2024-12-06,BOS vs. MIL,1610612738,BOS,240,111,87,40,53,17,16,14,0.5901743938749467,W
2024-25,0022400338,2024-12-06,MIN @ GSW,1610612750,MIN,240,107,88,40,42,14,14,13,0.5681818181818182,W
2024-25,0022400333,2024-12-06,ORL @ PHI,1610612753,ORL,240,94,78,33,46,13,17,15,0.5498362189985961,L
2024-25,0022400336,2024-12-06,IND @ CHI,1610612754,IND,240,132,92,52,30,18,12,10,0.678453947368421,W
2024-25,0022400333,2024-12-06,PHI vs. ORL,1610612755,PHI,240,102,79,38,26,7,29,19,0.555797733217088,W
2024-25,0022400337,2024-12-06,SAS vs. SAC,1610612759,SAS,240,113,91,39,41,14,30,21,0.5422264875239923,L
2024-25,0022400336,2024-12-06,CHI vs. IND,1610612741,CHI,240,123,97,46,50,21,12,10,0.6012905748924521,L
2024-25,0022400338,2024-12-06,GSW vs. MIN,1610612744,GSW,240,90,82,32,39,11,17,15,0.502905677246312,L
2024-25,0022400334,2024-12-06,LAL @ ATL,1610612747,LAL,265,132,99,51,35,16,16,14,0.6224066390041494,L
2024-25,0022400335,2024-12-06,MIL @ BOS,1610612749,MIL,240,105,94,40,29,11,17,14,0.5173433188805676,L
2024-25,0022400339,2024-12-06,UTA @ POR,1610612762,UTA,240,141,96,53,32,14,23,21,0.6643422540520165,W
2024-25,0022400339,2024-12-06,POR vs. UTA,1610612757,POR,240,99,95,37,47,14,17,11,0.48302107728337235,L
2024-25,0022400337,2024-12-06,SAC @ SAS,1610612758,SAC,240,140,90,51,34,16,24,22,0.6961018297533811,W
2024-25,0022400345,2024-12-07,BOS vs. MEM,1610612738,BOS,240,121,105,42,60,18,28,19,0.5156836004091374,L
2024-25,0022400340,2024-12-07,CLE @ CHA,1610612739,CLE,240,116,84,42,38,14,24,18,0.6133671742808798,W
2024-25,0022400343,2024-12-07,NYK vs. DET,1610612752,NYK,240,111,79,42,34,11,27,16,0.6106954225352113,L
2024-25,0022400342,2024-12-07,OKC @ NOP,1610612760,OKC,240,119,85,45,32,12,21,17,0.6313667232597624,W
2024-25,0022400341,2024-12-07,WAS vs. DEN,1610612764,WAS,240,122,93,45,41,16,22,16,0.5940786910790806,W
2024-25,0022400340,2024-12-07,CHA vs. CLE,1610612766,CHA,240,102,86,37,39,11,19,17,0.5404832556167868,L
2024-25,0022400342,2024-12-07,NOP vs. OKC,1610612740,NOP,240,109,79,38,37,11,27,22,0.5996919014084507,L
2024-25,0022400346,2024-12-07,MIA vs. PHX,1610612748,MIA,240,121,86,45,32,13,23,18,0.6294215563878485,W
2024-25,0022400346,2024-12-07,PHX @ MIA,1610612756,PHX,240,111,82,36,41,16,25,23,0.5967741935483871,L
2024-25,0022400344,2024-12-07,TOR vs. DAL,1610612761,TOR,240,118,93,43,39,15,18,17,0.5846214823622672,L
2024-25,0022400345,2024-12-07,MEM @ BOS,1610612763,MEM,240,127,94,47,33,15,23,18,0.6098732232039954,W
2024-25,0022400343,2024-12-07,DET @ NYK,1610612765,DET,240,120,83,43,36,18,19,16,0.6567425569176882,W
2024-25,0022400344,2024-12-07,DAL @ TOR,1610612742,DAL,240,125,81,38,45,17,37,32,0.6424753289473684,W
2024-25,0022400341,2024-12-07,DEN @ WAS,1610612743,DEN,240,113,95,46,25,5,27,16,0.5286302395209581,L
2024-25,0022400347,2024-12-08,CHI vs. PHI,1610612741,CHI,240,100,86,35,54,19,12,11,0.5477651183172656,L
2024-25,0022400355,2024-12-08,GSW vs. MIN,1610612744,GSW,240,114,90,42,41,16,20,14,0.576923076923077,W
2024-25,0022400356,2024-12-08,HOU @ LAC,1610612745,HOU,240,117,82,40,41,15,26,22,0.626070205479452,W
2024-25,0022400356,2024-12-08,LAC vs. HOU,1610612746,LAC,240,106,92,41,34,11,16,13,0.5351373182552503,L
2024-25,0022400358,2024-12-08,LAL vs. POR,1610612747,LAL,240,107,83,38,34,13,21,18,0.5800086730268864,W
2024-25,0022400351,2024-12-08,MIA vs. CLE,1610612748,MIA,240,122,86,41,37,16,26,24,0.6260262725779967,W
2024-25,0022400348,2024-12-08,MIL @ BKN,1610612749,MIL,240,118,68,39,31,15,32,25,0.7188109161793372,W
2024-25,0022400348,2024-12-08,BKN vs. MIL,1610612751,BKN,240,113,81,41,35,16,16,15,0.6417537482962289,L
2024-25,0022400347,2024-12-08,PHI @ CHI,1610612755,PHI,240,108,92,43,36,9,14,13,0.5501222493887531,W
2024-25,0022400352,2024-12-08,PHX @ ORL,1610612756,PHX,240,110,83,39,28,13,22,19,0.5934397928355631,L
2024-25,0022400354,2024-12-08,SAS vs. NOP,1610612759,SAS,240,121,93,42,39,12,31,25,0.5673293323330832,W
2024-25,0022400357,2024-12-08,UTA @ SAC,1610612762,UTA,240,97,80,31,42,15,21,20,0.5434782608695653,L
2024-25,0022400353,2024-12-08,MEM @ WAS,1610612763,MEM,240,140,96,50,43,17,29,23,0.6436189775652813,W
2024-25,0022400353,2024-12-08,WAS vs. MEM,1610612764,WAS,240,112,100,43,32,6,22,20,0.5105762217359591,L
2024-25,0022400349,2024-12-08,CHA @ IND,1610612766,CHA,240,113,78,40,29,14,26,19,0.6317084078711985,W
2024-25,0022400350,2024-12-08,ATL vs. DEN,1610612737,ATL,240,111,101,41,40,9,27,20,0.49167257264351527,L
2024-25,0022400351,2024-12-08,CLE @ MIA,1610612739,CLE,240,113,86,41,33,14,18,17,0.6015758091993185,L
2024-25,0022400354,2024-12-08,NOP @ SAS,1610612740,NOP,240,116,99,43,38,13,21,17,0.5358462675535847,L
2024-25,0022400350,2024-12-08,DEN @ ATL,1610612743,DEN,240,141,89,56,27,12,24,17,0.7081157091201286,W
2024-25,0022400355,2024-12-08,MIN @ GSW,1610612750,MIN,240,106,79,36,42,19,20,15,0.6036446469248292,L
2024-25,0022400352,2024-12-08,ORL vs. PHX,1610612753,ORL,240,115,88,42,36,12,30,19,0.5681818181818181,W
2024-25,0022400349,2024-12-08,IND vs. CHA,1610612754,IND,240,109,82,42,36,12,15,13,0.6151241534988714,L
2024-25,0022400358,2024-12-08,POR @ LAL,1610612757,POR,240,98,84,35,36,9,21,19,0.5255255255255256,L
2024-25,0022400357,2024-12-08,SAC vs. UTA,1610612758,SAC,240,141,100,57,44,22,8,5,0.6810278207109738,W
2024-25,0022400359,2024-12-09,NYK @ TOR,1610612752,NYK,240,113,82,42,40,17,19,12,0.6252766710934041,W
2024-25,0022400359,2024-12-09,TOR vs. NYK,1610612761,TOR,240,108,96,43,35,13,11,9,0.53550178500595,L
2024-25,0022401203,2024-12-10,DAL @ OKC,1610612742,DAL,240,104,80,38,36,15,19,13,0.5885015844273427,L
2024-25,0022401201,2024-12-10,ORL @ MIL,1610612753,ORL,240,109,93,41,27,6,27,21,0.5196414950419528,L
2024-25,0022401203,2024-12-10,OKC vs. DAL,1610612760,OKC,240,118,101,46,50,20,7,6,0.5668716372021522,W
2024-25,0022401201,2024-12-10,MIL vs. ORL,1610612749,MIL,240,114,77,42,30,11,25,19,0.6477272727272727,W
2024-25,0022401202,2024-12-11,ATL @ NYK,1610612737,ATL,240,108,104,43,31,9,20,13,0.4787234042553192,W
2024-25,0022401204,2024-12-11,GSW @ HOU,1610612744,GSW,240,90,84,37,38,12,9,4,0.5115961800818555,L
2024-25,0022401204,2024-12-11,HOU vs. GSW,1610612745,HOU,240,91,83,38,27,6,10,9,0.5205949656750571,W
2024-25,0022401202,2024-12-11,NYK vs. ATL,1610612752,NYK,240,100,93,40,42,11,15,9,0.5020080321285141,L
2024-25,0022401206,2024-12-12,MIA vs. TOR,1610612748,MIA,240,114,83,40,32,13,32,21,0.5871446229913474,W
2024-25,0022401207,2024-12-12,SAC @ NOP,1610612758,SAC,240,111,92,37,33,10,29,27,0.5297823596792669,W
2024-25,0022401205,2024-12-12,BOS vs. DET,1610612738,BOS,240,123,90,46,48,20,13,11,0.6424989552862516,W
2024-25,0022401207,2024-12-12,NOP vs. SAC,1610612740,NOP,240,109,83,39,37,14,20,17,0.593681917211329,L
2024-25,0022401205,2024-12-12,DET @ BOS,1610612765,DET,240,99,98,42,37,7,10,8,0.4833984375,L
2024-25,0022401206,2024-12-12,TOR @ MIA,1610612761,TOR,240,104,92,41,32,11,15,11,0.5273833671399595,L
2024-25,0022401208,2024-12-13,CLE vs. WAS,1610612739,CLE,240,115,91,36,50,15,40,28,0.5294659300184162,W
2024-25,0022401212,2024-12-13,CHI vs. CHA,1610612741,CHI,240,109,93,37,51,14,25,21,0.5240384615384616,W
2024-25,0022401213,2024-12-13,LAC @ DEN,1610612746,LAC,240,98,83,37,41,14,18,10,0.5389353277606687,L
2024-25,0022401210,2024-12-13,LAL @ MIN,1610612747,LAL,240,87,86,33,35,10,17,11,0.4653401797175866,L
2024-25,0022401210,2024-12-13,MIN vs. LAL,1610612750,MIN,240,97,87,35,32,9,24,18,0.497129971299713,W
2024-25,0022401211,2024-12-13,BKN @ MEM,1610612751,BKN,240,119,92,42,53,20,19,15,0.5928656835392587,L
2024-25,0022401209,2024-12-13,IND @ PHI,1610612754,IND,240,121,91,47,38,14,17,13,0.6143379366368805,W
2024-25,0022401209,2024-12-13,PHI vs. IND,1610612755,PHI,240,107,85,37,25,10,32,23,0.5399677028663706,L
2024-25,0022401214,2024-12-13,UTA vs. PHX,1610612762,UTA,240,126,77,43,39,22,22,18,0.7268112598061836,L
2024-25,0022401212,2024-12-13,CHA @ CHI,1610612766,CHA,240,95,98,35,46,8,21,17,0.4429317418873555,L
2024-25,0022401213,2024-12-13,DEN vs. LAC,1610612743,DEN,240,120,77,42,29,10,32,26,0.6587615283267457,W
2024-25,0022401214,2024-12-13,PHX @ UTA,1610612756,PHX,240,134,89,47,45,22,20,18,0.6850715746421268,W
2024-25,0022401215,2024-12-13,POR vs. SAS,1610612757,POR,240,116,82,42,41,16,17,16,0.6481895395619133,L
2024-25,0022401215,2024-12-13,SAS @ POR,1610612759,SAS,240,118,85,44,30,14,21,16,0.6260611205432938,W
2024-25,0022401211,2024-12-13,MEM vs. BKN,1610612763,MEM,240,135,99,52,36,17,21,14,0.6236141906873615,W
2024-25,0022401208,2024-12-13,WAS @ CLE,1610612764,WAS,240,105,86,41,40,14,11,9,0.5779392338177014,L
2024-25,0022401229,2024-12-14,ATL @ MIL,1610612737,ATL,240,102,82,35,24,10,34,22,0.5259900990099009,L
2024-25,0022401230,2024-12-14,HOU @ OKC,1610612745,HOU,240,96,96,35,46,11,25,15,0.4485981308411215,L
2024-25,0022401229,2024-12-14,MIL @ ATL,1610612749,MIL,240,110,86,39,45,14,27,18,0.5619125459746629,W
2024-25,0022401230,2024-12-14,OKC @ HOU,1610612760,OKC,240,111,80,36,30,11,32,28,0.5899234693877551,W
2024-25,0022401228,2024-12-15,DAL @ GSW,1610612742,DAL,240,143,87,52,41,21,25,18,0.7295918367346939,W
2024-25,0022401228,2024-12-15,GSW vs. DAL,1610612744,GSW,240,133,103,49,54,27,11,8,0.6166543026706232,L
2024-25,0022401220,2024-12-15,LAL vs. MEM,1610612747,LAL,240,116,82,39,34,10,39,28,0.5849132714804357,W
2024-25,0022401219,2024-12-15,POR @ PHX,1610612757,POR,240,109,94,42,49,15,13,10,0.5465302847974328,L
2024-25,0022401218,2024-12-15,SAS vs. MIN,1610612759,SAS,240,92,91,37,45,11,9,7,0.48441449031171024,L
2024-25,0022401217,2024-12-15,BOS @ WAS,1610612738,BOS,240,112,93,40,46,18,24,14,0.5407493240633449,W
2024-25,0022401218,2024-12-15,MIN @ SAS,1610612750,MIN,240,106,100,40,35,12,16,14,0.4951420029895366,W
2024-25,0022401227,2024-12-15,ORL vs. NYK,1610612753,ORL,240,91,86,36,30,9,13,10,0.49607501090274747,L
2024-25,0022401216,2024-12-15,IND vs. NOP,1610612754,IND,240,119,81,41,38,16,24,21,0.6498470948012233,W
2024-25,0022401219,2024-12-15,PHX vs. POR,1610612756,PHX,240,116,89,43,39,15,19,15,0.5957271980279376,W
2024-25,0022401220,2024-12-15,MEM @ LAL,1610612763,MEM,240,110,97,38,28,9,30,25,0.49909255898366606,L
2024-25,0022401217,2024-12-15,WAS vs. BOS,1610612764,WAS,240,98,99,40,40,13,8,5,0.4779555208739758,L
2024-25,0022401216,2024-12-15,NOP @ IND,1610612740,NOP,240,104,97,38,33,10,23,18,0.4854368932038835,L
2024-25,0022401227,2024-12-15,NYK @ ORL,1610612752,NYK,240,100,71,33,24,10,30,24,0.5938242280285035,W
2024-25,0022401224,2024-12-16,CLE @ BKN,1610612739,CLE,240,130,81,43,47,19,29,25,0.693259385665529,W
2024-25,0022401226,2024-12-16,LAC vs. UTA,1610612746,LAC,240,144,82,49,39,21,32,25,0.7493755203996669,W
2024-25,0022401224,2024-12-16,BKN vs. CLE,1610612751,BKN,240,101,81,34,34,14,24,19,0.5515508955875928,L
2024-25,0022401225,2024-12-16,SAC vs. DEN,1610612758,SAC,240,129,102,49,35,12,20,19,0.582129963898917,L
2024-25,0022401226,2024-12-16,UTA @ LAC,1610612762,UTA,240,107,80,36,39,13,30,22,0.5740343347639485,L
2024-25,0022401223,2024-12-16,CHI @ TOR,1610612741,CHI,240,122,93,43,40,14,28,22,0.5791872388909989,W
2024-25,0022401225,2024-12-16,DEN @ SAC,1610612743,DEN,240,130,102,51,28,10,24,18,0.5774697938877044,W
2024-25,0022401221,2024-12-16,MIA @ DET,1610612748,MIA,265,124,99,45,43,12,24,22,0.5658999634903249,L
2024-25,0022401222,2024-12-16,PHI @ CHA,1610612755,PHI,240,121,80,41,38,16,30,23,0.6491416309012875,W
2024-25,0022401223,2024-12-16,TOR vs. CHI,1610612761,TOR,240,121,92,45,26,9,30,22,0.5750950570342205,L
2024-25,0022401221,2024-12-16,DET vs. MIA,1610612765,DET,265,125,90,44,40,20,23,17,0.6242508989212944,W
2024-25,0022401222,2024-12-16,CHA vs. PHI,1610612766,CHA,240,108,83,42,38,12,21,12,0.585429314830876,L
2024-25,0022400370,2024-12-19,ATL @ SAS,1610612737,ATL,265,126,97,46,38,16,21,18,0.5929969879518072,L
2024-25,0022400363,2024-12-19,BOS vs. CHI,1610612738,BOS,240,108,97,38,56,14,21,18,0.5082831325301205,L
2024-25,0022400368,2024-12-19,DAL vs. LAC,1610612742,DAL,240,95,86,34,30,7,28,20,0.4831163547599675,L
2024-25,0022400365,2024-12-19,HOU vs. NOP,1610612745,HOU,240,133,87,50,39,17,19,16,0.6973573825503355,W
2024-25,0022400367,2024-12-19,NYK @ MIN,1610612752,NYK,240,133,97,50,45,20,16,13,0.6391772395232602,W
2024-25,0022400369,2024-12-19,IND @ PHX,1610612754,IND,240,120,89,39,41,16,31,26,0.5845674201091192,W
2024-25,0022400372,2024-12-19,SAC vs. LAL,1610612758,SAC,240,100,82,37,29,11,22,15,0.5453752181500873,L
2024-25,0022400370,2024-12-19,SAS vs. ATL,1610612759,SAS,265,133,101,49,42,19,23,16,0.5984521238300936,W
2024-25,0022400361,2024-12-19,OKC @ ORL,1610612760,OKC,240,105,83,40,31,10,16,15,0.5830741892492225,W
2024-25,0022400364,2024-12-19,TOR vs. BKN,1610612761,TOR,240,94,86,34,44,15,14,11,0.509982638888889,L
2024-25,0022400360,2024-12-19,UTA @ DET,1610612762,UTA,240,126,83,39,40,20,31,28,0.6519039735099338,W
2024-25,0022400360,2024-12-19,DET vs. UTA,1610612765,DET,240,119,105,46,47,13,18,14,0.5269217144881332,L
2024-25,0022400365,2024-12-19,NOP @ HOU,1610612740,NOP,240,113,92,41,28,13,25,18,0.5485436893203883,L
2024-25,0022400363,2024-12-19,CHI @ BOS,1610612741,CHI,240,117,94,42,52,19,16,14,0.578978622327791,W
2024-25,0022400371,2024-12-19,DEN @ POR,1610612743,DEN,240,124,87,47,34,15,21,15,0.6442227763923525,L
2024-25,0022400366,2024-12-19,GSW @ MEM,1610612744,GSW,240,93,90,32,36,12,24,17,0.4624105011933174,L
2024-25,0022400368,2024-12-19,LAC @ DAL,1610612746,LAC,240,118,85,44,33,14,17,16,0.6379757785467127,W
2024-25,0022400372,2024-12-19,LAL @ SAC,1610612747,LAL,240,113,94,38,33,12,30,25,0.5270522388059702,W
2024-25,0022400367,2024-12-19,MIN vs. NYK,1610612750,MIN,240,107,89,41,42,17,13,8,0.5648226351351351,L
2024-25,0022400364,2024-12-19,BKN @ TOR,1610612751,BKN,240,101,82,33,39,9,31,26,0.528021748222501,W
2024-25,0022400369,2024-12-19,PHX vs. IND,1610612756,PHX,240,111,82,40,30,9,28,22,0.5884223918575064,L
2024-25,0022400371,2024-12-19,POR vs. DEN,1610612757,POR,240,126,97,45,46,16,24,20,0.585719598363704,W
2024-25,0022400366,2024-12-19,MEM vs. GSW,1610612763,MEM,240,144,98,53,48,27,15,11,0.6883365200764818,W
2024-25,0022400362,2024-12-19,WAS vs. CHA,1610612764,WAS,240,123,83,41,42,17,31,24,0.6363824503311258,W
2024-25,0022400362,2024-12-19,CHA @ WAS,1610612766,CHA,240,114,106,43,43,8,27,20,0.4835425856803529,L
2024-25,0022400361,2024-12-19,ORL vs. OKC,1610612753,ORL,240,99,78,35,35,11,25,18,0.5561797752808989,L
2024-25,0022400374,2024-12-20,CLE vs. MIL,1610612739,CLE,240,124,91,46,47,20,14,12,0.6381226842321943,W
2024-25,0022400375,2024-12-20,MIA vs. OKC,1610612748,MIA,240,97,83,36,40,12,20,13,0.528322440087146,L
2024-25,0022400373,2024-12-20,PHI vs. CHA,1610612755,PHI,240,108,83,41,33,12,18,14,0.5939287285525737,W
2024-25,0022400374,2024-12-20,MIL @ CLE,1610612749,MIL,240,101,85,40,27,10,18,11,0.5434782608695652,L
2024-25,0022400375,2024-12-20,OKC @ MIA,1610612760,OKC,240,104,86,39,34,14,17,12,0.5562687205819427,W
2024-25,0022400373,2024-12-20,CHA @ PHI,1610612766,CHA,240,98,78,36,31,10,21,16,0.5616689591930307,L
2024-25,0022400378,2024-12-21,ATL vs. MEM,1610612737,ATL,240,112,80,39,38,14,24,20,0.6183745583038869,L
2024-25,0022400380,2024-12-21,CLE vs. PHI,1610612739,CLE,240,126,90,48,43,22,15,8,0.6521739130434783,W
2024-25,0022400384,2024-12-21,NOP vs. NYK,1610612740,NOP,240,93,83,34,34,12,19,13,0.5089754816112084,L
2024-25,0022400381,2024-12-21,CHI vs. BOS,1610612741,CHI,240,98,98,37,41,14,11,10,0.4764683002722676,L
2024-25,0022400385,2024-12-21,DAL vs. LAC,1610612742,DAL,240,113,88,40,35,14,22,19,0.5784193284193284,W
2024-25,0022400385,2024-12-21,LAC @ DAL,1610612746,LAC,240,97,81,34,37,10,22,19,0.5348478164975738,L
2024-25,0022400384,2024-12-21,NYK @ NOP,1610612752,NYK,240,104,87,38,37,15,15,13,0.5555555555555556,W
2024-25,0022400377,2024-12-21,ORL vs. MIA,1610612753,ORL,240,121,87,43,37,11,27,24,0.6118527508090615,W
2024-25,0022400376,2024-12-21,SAC vs. LAL,1610612758,SAC,240,99,90,39,37,10,14,11,0.5147670549084858,L
2024-25,0022400387,2024-12-21,DET @ PHX,1610612765,DET,240,133,89,49,39,19,22,16,0.6738954195379002,W
2024-25,0022400381,2024-12-21,BOS @ CHI,1610612738,BOS,240,123,100,48,45,15,14,12,0.5793142426525999,W
